timestamp,cpu_usage,memory_usage,temperature,latency,packet_loss
2026-06-27T21:34:34.705856,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:34:37.611394,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:34:37.657563,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:34:40.613292,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:34:40.661386,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:34:43.613170,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:34:43.665122,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:34:46.618443,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:34:46.671885,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:34:49.611003,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:34:49.659419,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:34:52.615122,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:34:52.679711,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:34:55.611466,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:34:55.677312,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:34:58.609242,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:34:58.623518,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:01.607966,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:01.618617,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:04.609924,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:04.629498,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:07.608454,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:07.620388,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:10.701513,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:11.244217,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:13.611836,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:13.668326,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:16.620453,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:16.791536,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:19.613167,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:19.686244,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:22.613161,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:22.655741,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:25.610504,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:25.640577,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:28.610719,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:28.651258,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:31.609917,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:31.699677,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:34.615466,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:34.703256,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:37.614967,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:37.686417,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:40.609465,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:40.649774,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:43.613196,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:43.658995,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:46.616213,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:46.673216,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:49.609591,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:49.676398,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:52.613262,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:52.654367,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:55.613846,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:55.672869,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:35:58.610878,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:35:58.663751,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:01.634808,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:01.681635,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:04.609958,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:04.675641,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:07.613038,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:07.663219,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:10.622016,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:10.664386,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:13.618250,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:13.663401,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:16.612436,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:16.692943,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:19.614837,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:19.759605,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:22.609654,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:22.667701,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:25.611069,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:25.640385,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:28.614337,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:28.654220,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:31.614921,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:31.666825,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:34.610116,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:34.639205,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:37.610203,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:37.664603,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:40.619222,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:40.682719,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:43.611750,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:43.648774,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:46.926094,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:46.940271,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:49.931830,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:49.963943,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:52.926410,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:52.944015,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:55.932936,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:55.964826,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:36:58.929284,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:36:58.952426,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:01.935071,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:01.968537,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:04.937126,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:04.967212,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:07.940917,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:07.971802,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:10.927983,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:10.955900,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:13.927897,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:13.961021,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:16.928823,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:16.965438,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:19.928270,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:19.948602,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:22.927730,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:22.945384,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:25.928123,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:25.943311,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:28.929185,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:28.957619,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:31.938914,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:31.968426,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:34.926504,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:34.951720,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:37.932923,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:37.963054,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:40.946739,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:40.970934,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:37:43.924145,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:37:43.947630,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:38:14.932214,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:38:14.967105,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:39:14.940761,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:39:14.953586,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:40:14.970801,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:40:14.981328,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:41:14.946561,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:41:14.955934,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:42:08.807268,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:42:08.818570,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:42:10.607097,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:42:10.617071,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:42:13.607335,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:42:13.618966,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:42:16.365222,45.0,60.0,42.0,15.0,0.1
2026-06-27T21:42:16.369840,95.0,88.0,75.0,150.0,5.5
2026-06-27T21:42:16.372626,20.0,30.0,35.0,5.0,0.0
2026-06-27T21:42:16.373783,45.0,60.0,42.0,15.0,0.1
2026-06-27T21:42:16.387499,95.0,88.0,75.0,150.0,5.5
2026-06-27T21:42:16.390926,85.0,85.0,60.0,50.0,2.0
2026-06-27T21:42:16.456958,20.0,30.0,35.0,5.0,0.0
2026-06-27T21:42:16.461219,85.0,85.0,60.0,50.0,2.0
2026-06-27T21:42:47.701202,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:49:13.222547,20.0,30.0,35.0,5.0,0.0
2026-06-27T21:49:13.219717,95.0,88.0,75.0,150.0,5.5
2026-06-27T21:49:13.217016,45.0,60.0,42.0,15.0,0.1
2026-06-27T21:49:13.225996,85.0,85.0,60.0,50.0,2.0
2026-06-27T21:49:13.229739,95.0,88.0,75.0,150.0,5.5
2026-06-27T21:49:13.275202,45.0,60.0,42.0,15.0,0.1
2026-06-27T21:49:13.307986,85.0,85.0,60.0,50.0,2.0
2026-06-27T21:49:13.308580,20.0,30.0,35.0,5.0,0.0
2026-06-27T21:49:43.070761,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:49:43.243010,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:49:49.100492,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:49:49.119325,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:49:49.288014,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:49:49.305349,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:49:52.098097,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:49:52.108990,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:49:55.093662,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:49:55.109551,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:49:58.093387,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:49:58.110448,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:50:01.092554,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:50:01.105482,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:50:04.092395,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:50:04.107468,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:50:07.091988,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:50:07.106049,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:51:39.747247,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:51:39.945083,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:57:37.985889,95.0,88.0,75.0,150.0,5.5
2026-06-27T21:57:38.004571,20.0,30.0,35.0,5.0,0.0
2026-06-27T21:57:38.019423,45.0,60.0,42.0,15.0,0.1
2026-06-27T21:57:38.022956,85.0,85.0,60.0,50.0,2.0
2026-06-27T21:57:38.026743,45.0,60.0,42.0,15.0,0.1
2026-06-27T21:57:38.045474,95.0,88.0,75.0,150.0,5.5
2026-06-27T21:57:38.158616,85.0,85.0,60.0,50.0,2.0
2026-06-27T21:57:38.159874,20.0,30.0,35.0,5.0,0.0
2026-06-27T21:57:38.684917,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:57:38.699454,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:57:38.790486,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:57:38.804120,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:57:41.684962,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:57:41.702140,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:57:44.684795,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:57:44.697206,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:57:47.684033,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:57:47.694814,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:57:50.681419,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:57:50.699986,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:57:53.686332,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:57:53.728424,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:57:56.685964,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:57:56.700413,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:57:59.685027,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:57:59.740787,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:02.688850,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:02.754497,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:05.686333,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:05.763307,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:08.684415,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:08.698475,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:11.687215,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:11.732806,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:14.686423,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:14.732216,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:17.730234,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:17.789513,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:20.686430,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:20.720906,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:23.684338,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:23.698442,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:26.685245,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:26.700209,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:29.684588,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:29.699133,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:32.684553,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:32.696360,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:35.683796,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:35.694921,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:38.688446,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:38.701859,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:41.693165,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:41.772076,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:44.687985,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:44.727326,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:47.685910,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:47.740502,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:50.689023,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:50.738563,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:53.684247,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:53.719796,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:56.688477,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:56.770427,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:58:59.687485,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:58:59.750994,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:02.682267,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:02.747570,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:05.685652,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:05.761571,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:08.690013,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:08.777893,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:11.688084,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:11.752124,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:14.687868,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:14.729055,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:17.686874,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:17.728224,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:20.689881,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:20.766407,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:23.690373,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:23.752727,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:26.682783,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:26.731634,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:29.684465,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:29.730480,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:32.686203,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:32.737231,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:35.685299,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:35.747298,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:38.687790,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:38.738418,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:41.684704,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:41.727248,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:44.684902,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:44.747457,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:47.687210,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:47.732656,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:50.686904,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:50.711362,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:53.934876,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:53.944476,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:56.935635,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:56.947494,95.0,95.0,88.0,150.0,25.0
2026-06-27T21:59:59.935955,45.0,60.0,55.0,20.0,0.1
2026-06-27T21:59:59.965998,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:02.927516,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:02.966311,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:05.932303,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:05.959648,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:08.928809,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:08.961360,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:11.928268,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:11.958090,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:14.926457,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:14.952742,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:17.926329,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:17.955856,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:20.934101,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:20.967460,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:23.935702,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:23.977518,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:26.931413,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:26.969672,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:29.934621,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:29.966530,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:32.927340,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:32.954611,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:35.928611,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:35.955471,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:38.939943,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:38.964964,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:41.926320,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:41.950446,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:44.930053,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:44.969806,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:47.928223,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:47.967651,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:00:50.932339,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:00:50.956931,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:01:14.946717,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:01:14.984839,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:02:14.936594,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:02:14.972189,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:03:14.943598,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:03:14.952610,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:04:14.934717,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:04:14.973674,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:05:14.932471,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:05:14.958719,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:06:14.931155,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:06:14.954125,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:07:14.933452,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:07:14.959028,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:08:14.925314,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:08:14.936148,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:09:14.926232,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:09:14.946118,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:25:11.888701,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:25:11.907202,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:25:21.044807,45.0,60.0,55.0,20.0,0.1
2026-06-27T22:25:21.072803,95.0,95.0,88.0,150.0,25.0
2026-06-27T22:25:23.484196,45.0,60.0,42.0,15.0,0.1
2026-06-27T22:25:23.563676,95.0,88.0,75.0,150.0,5.5
2026-06-27T22:25:23.583075,20.0,30.0,35.0,5.0,0.0
2026-06-27T22:25:23.590907,85.0,85.0,60.0,50.0,2.0
2026-06-27T22:25:23.626967,45.0,60.0,42.0,15.0,0.1
2026-06-27T22:25:23.752858,20.0,30.0,35.0,5.0,0.0
2026-06-27T22:25:23.779940,85.0,85.0,60.0,50.0,2.0
2026-06-27T22:25:23.743821,95.0,88.0,75.0,150.0,5.5
2026-06-27T22:25:39.290267,45.0,60.0,42.0,15.0,0.1
2026-06-27T22:25:39.292492,95.0,88.0,75.0,150.0,5.5
